jj,file,sentence,decision,rationale,binary_decision,jj_category,privacy
creative,9186635,"The mission of our Center for Diabetes Research is to provide strong leadership and direction , catalyze creative translational diabetes - related research , and provide collaborative expertise , as well as tools and approaches to facilitate translational diabetes - and obesity - related research .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,novelty,Yes
powerful,9087781,"Medical Relevance : The Nasonia embryo provides a simple , accessible and powerful model system to gain basic insights into the functions of DNMT1 enzymes and DNA methylation , topics that are of great relevance to human health .",HYPE,"['gratuitous', 'coordinated']",1,rigour,No
latest,9958876,"In our latest ( unpublished ) work , we used primary human and mouse corneal epithelial cells , as well as CDCP1 - and CD6 - knockout ( KO ) mice , to demonstrate for the first time that CDCP1 is highly and selectively expressed on normal corneal epithelial cells among all ocular cells , and that CDCP1 is critical for controlling P. aeruginosa corneal infection , whose underlying mechanisms integrally involve CD6 - expressing ??",NOT HYPE,[],0,novelty,No
emerging,9941249,Project Summary / Abstract The  Center at the University is an emerging incubator for innovative research on the demography and economics of aging .,HYPE,"['gratuitous', 'broader context']",1,novelty,Yes
detailed,9256641,"Because at least four other tRNA synthetases are linked to Charcot - Marie - Tooth , impaired translation is an attractive potential disease mechanism , and its detailed testing through the following experiments will further elucidate the gain - of function vs .",HYPE,['gratuitous'],1,rigour,No
accurate,10045835,"Patient reports of Instrumental Activities of Daily Living ( IADLs ) can be greatly enhanced with continuous , objective context inferences from passively collected smartphone - based data that can contribute to earlier and more accurate diagnoses of neurocognitive disorder including Alzheimer ? s disease and related dementia .",NOT HYPE,[],0,rigour,No
accurate,9419074,"The simulated NC population provides an accurate representation of the populations ' s sociodemographic attributes and locations , including households , hospitals , and long - term care facilities ; ( 2 ) Link patient movement to high-risk areas for CRE and C. difficile infection within the Organization , creating a State regional healthcare network infectious disease model .",HYPE,['gratuitous'],1,rigour,Yes
reproducible,9703255,"Furthermore , the Core is an essential component of the Program Project in that it allows the Projects to address Specific Aims in a consistent , reproducible , and cost - effective manner with regards to the identification of molecular markers .",HYPE,"['gratuitous', 'coordinated']",1,rigour,Yes
accurate,9231879,"First , it will permit more accurate disease surveillance in a context in which even the extent of disease burden ( let alone its root causes and means for control ) remains a matter of debate .",NOT HYPE,[],0,rigour,No
reproducible,9571307,"The Biorepository has developed detailed sample annotation , including pre-analytic variables , frozen section evaluation , specimen tracking , and quality controlled collection procedures , ensuring that clinically meaningful and reproducible data emerge from investigations that use PCF samples .",NOT HYPE,[],0,rigour,No
sophisticated,9176286,"Ultimately , we anticipate that the sophisticated algorithms emerging from this project will enable development of diverse next-generation biotherapies .",HYPE,['gratuitous'],1,rigour,No
accurate,9719397,"Accurate diagnosis is foundational to evidence - based healthcare , and 77 % of Veterans diagnosed with unspecified anxiety meet diagnostic criteria for a specific anxiety or trauma-related disorder ( generalized anxiety disorder [ GAD , 44 % ] ; posttraumatic stress disorder [ PTSD , 38 % ] ; panic disorder , 20 % ; social anxiety disorder 20 % ) .",NOT HYPE,[],0,rigour,No
quality,9208847,"A substantial body of evidence suggests that delivering early , high - quality palliative care to this population significantly improves patient outcomes across critical domains by reducing pain and symptoms , enhancing patient and caregiver wellbeing , lengthening survival , and containing overall health care costs for the highest need users .",HYPE,['gratuitous'],1,rigour,No
first,9555539,Innate immunity has evolved as a first line of defense against invading pathogens and acts through highly conserved pattern - recognition receptors such as Toll-like receptors ( TLR ) to coordinate the innate inflammatory response to both endogenous and exogenous stimuli .,NOT HYPE,[],0,novelty,No
unique,10012617,"These human lab models provide a unique opportunity to provide a deeper understanding of the alcohol - response phenotypes across the spectrum of alcohol use and problems , and to determine the sources of individual variation in these response phenotypes .",HYPE,['gratuitous'],1,novelty,No
accurate,9240231,"The goal of this project is to develop , validate , and distribute to the research community a computational platform ( including a series of anatomically variable phantoms with realistic finite - element cardiac models , accurate models for modern imaging devices , and a suite of image quality metrics ) to perform virtual trials in dynamic cardiac imaging .",HYPE,['gratuitous'],1,rigour,No
emerging,9498762,"At present , surgical implantation of permanent pacemakers remains the most efficient treatment of SND which , however , is limited when compared with pharmacologic therapy and costs $ 2 billion annually in the U.S. Contemporary evidence suggests an emerging role of compartmentalized remodeling ( i.e. associated with distinct , spatially - confined micro-domains ) of pacemaker proteins in SND .",NOT HYPE,[],0,novelty,No
creative,9345311,"The aims of the proposed research align both with the mission of the Institute to apply knowledge to enhance health and life and its goal to foster fundamental creative discoveries , innovative research strategies , and research applications for protecting and improving health .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,novelty,Yes
novel,9365514,"Therefore , this proposal will utilize a novel mouse model of neonatal CPAP to highlight the mechanistic basis for the unintended consequences it has on airway function , and provide evidence demonstrating tremendous promise for HAHMW administration as a viable therapy for the treatment and prevention of wheezing and asthma in former preterm infants .",NOT HYPE,['broader context'],0,novelty,No
first,9787950,"We performed a full diallel cross of these lines , and then randomly mated flies from the F1 generation of this cross to create the first generation of outbred flies .",NOT HYPE,[],0,novelty,No
